drug,disease
CHEBI:135772,UMLS:C0729586
CHEBI:109549,HP:0031354
CHEBI:3499,UMLS:C0276089
CHEBI:9927,MONDO:0005252
CHEBI:9468,NCIT:C50743
CHEBI:9570,MONDO:0002334
UNII:ZL1R02VT79,MONDO:0006952
UNII:PVI5M0M1GW,MONDO:0018542
CHEBI:132967,MONDO:0005354
UNII:54Z8M50D6Q,MONDO:0005338
CHEBI:3697,MONDO:0005247
CHEBI:149836,MONDO:0005972
CHEBI:6888,MONDO:0007915
CHEBI:6820,MONDO:0005642
CHEBI:5778,MONDO:0008171
CHEBI:15940,MONDO:0005010
CHEBI:16962,MONDO:0004126
CHEBI:2673,MONDO:0005027
CHEBI:100246,UMLS:C0349734
CHEBI:50690,HP:0001681
CHEBI:53279,HP:0002153
CHEBI:7627,MONDO:0007886
CHEBI:50749,MONDO:0005083
CHEBI:3994,HP:0012735
CHEBI:40303,MONDO:0021187
UNII:4F4X42SYQ6,MONDO:0008383
CHEBI:4975,MONDO:0007186
UNII:QQA9MLH692,MONDO:0018905
CHEBI:3312,HP:0002153
CHEBI:2948,MONDO:0009688
UNII:FU77B4U5Z0,MONDO:0005101
UNII:6ZA31Y954Z,UMLS:C3889038
CHEBI:9331,HP:0000371
CHEBI:3504,MONDO:0004652
CHEBI:31184,MONDO:0004980
CHEBI:3077,UMLS:C0345468
UNII:2S9ZZM9Q9V,MONDO:0018177
CHEBI:8448,HP:0002071
CHEBI:9605,UMLS:C0542269
CHEBI:5441,MONDO:0005406
CHEBI:3561,HP:0031417
UNII:4Z63YK6E0E,MONDO:0019438
CHEBI:42355,MONDO:0004854
CHEBI:145994,MONDO:0100096
CHEBI:27882,MONDO:0005393
CHEBI:78538,MONDO:0019441
CHEBI:47612,HP:0003124
CHEBI:100246,MONDO:0005545
CHEBI:71229,MONDO:0041879
UNII:55MOB566V7,MONDO:0000744
UNII:31YO63LBSN,UMLS:C0278678
CHEBI:84115,MONDO:0011786
CHEBI:48814,UMLS:C0002915
CHEBI:553473,UMLS:C1260917
CHEBI:4903,HP:0031217
CHEBI:28971,UMLS:C0577690
CHEBI:29007,DOID:50360
CHEBI:135772,UMLS:C0275556
CHEBI:134754,HP:0001742
CHEBI:133011,MONDO:0005631
CHEBI:8890,UMLS:C0199008
CHEBI:7445,MONDO:0000088
CHEBI:32599,MONDO:0001072
CHEBI:2904,HP:0001681
CHEBI:17823,MONDO:0001220
DRUGBANK:DB16536,MONDO:0006541
CHEBI:47381,MONDO:0006763
CHEBI:134752,MONDO:0013600
CHEBI:71025,MONDO:0007886
CHEBI:90241,MONDO:0006474
CHEBI:170007,MONDO:0100096
CHEBI:10119,MONDO:0005090
CHEBI:6970,UMLS:C0033775
CHEBI:3561,MONDO:0011786
CHEBI:7581,MONDO:0016022
CHEBI:4672,MONDO:0007254
UNII:55MOB566V7,MONDO:0005972
CHEBI:37941,MONDO:0006809
CHEBI:2637,UMLS:C1260917
CHEBI:204928,MONDO:0005247
CHEBI:18208,MONDO:0040998
CHEBI:2668,MONDO:0005044
CHEBI:49040,UMLS:C0342882
CHEBI:38940,MONDO:0002367
CHEBI:4717,EFO:0004888
CHEBI:9449,NCIT:C50743
CHEBI:75055,MONDO:0005072
CHEBI:251408,UMLS:C0412773
CHEBI:17750,UMLS:C0577708
UNII:LT369U66CE,MONDO:0005109
UNII:438HCF2X0M,MONDO:0019514
CHEBI:42355,MONDO:0005867
CHEBI:16962,MONDO:0018479
CHEBI:16914,HP:0012531
CHEBI:134729,MONDO:0001126
CHEBI:41879,UMLS:C0854211
CHEBI:3546,MONDO:0003785
CHEBI:31225,UMLS:C0729586
CHEBI:135611,UMLS:C1320547
CHEBI:28939,MONDO:0004822
CHEBI:30769,HP:0012735
CHEBI:41879,MONDO:0043455
CHEBI:3082,MONDO:0005338
CHEBI:15765,MONDO:0005180
CHEBI:74768,MONDO:0004247
CHEBI:9667,UMLS:C0392445
CHEBI:7488,UMLS:C0339170
CHEBI:50122,MONDO:0005148
CHEBI:17561,MONDO:0018741
CHEBI:3515,UMLS:C1997728
CHEBI:3499,MONDO:0005247
CHEBI:8093,UMLS:C0037195
CHEBI:93248,MONDO:0100338
CHEBI:29007,MONDO:0001797
CHEBI:142406,HP:0012532
CHEBI:50694,MONDO:0003781
CHEBI:6970,MONDO:0005480
CHEBI:27300,MONDO:0024298
CHEBI:9738,MONDO:0002050
CHEBI:18258,MONDO:0005420
CHEBI:9620,MONDO:0001699
CHEBI:5775,MONDO:0005044
CHEBI:23765,UMLS:C0339933
CHEBI:88176,UMLS:C0150259
CHEBI:16755,MONDO:0012672
CHEBI:7465,HP:0012532
CHEBI:8093,MONDO:0005538
UNII:L7451S9126,UMLS:C4708695
CHEBI:9150,UMLS:C0342882
UNII:0A6JH35GMQ,UMLS:C0191569
CHEBI:177849,MONDO:0001821
CHEBI:5551,HP:0001742
CHEBI:85083,UMLS:C1299579
CHEBI:2682,HP:0020103
CHEBI:46295,MONDO:0005362
CHEBI:135829,MONDO:0025598
CHEBI:50694,MONDO:0001797
CHEBI:23765,UMLS:C0343402
CHEBI:471744,EFO:1001421
CHEBI:4903,MONDO:0001410
CHEBI:600103,UMLS:C1960924
CHEBI:3183,HP:0031417
CHEBI:6970,UMLS:C1318955
CHEBI:29013,UMLS:C1275687
CHEBI:15551,EFO:1001799
CHEBI:59788,MONDO:0006004
CHEBI:9587,UMLS:C2887096
CHEBI:3697,EFO:1001421
CHEBI:4470,MONDO:0002009
CHEBI:9449,MONDO:0006733
CHEBI:27470,UMLS:C0687148
CHEBI:16962,MONDO:0002572
CHEBI:8461,MONDO:0006004
CHEBI:8107,MONDO:0005027
CHEBI:16709,UMLS:C1623040
CHEBI:6030,UMLS:C0275959
UNII:QC4F7FKK7I,MONDO:0004728
CHEBI:27882,MONDO:0018088
UNII:3S252O2Z4X,MONDO:0015541
UNII:9RV78Q2002,MONDO:0005101
CHEBI:9667,MONDO:0005328
CHEBI:68579,MONDO:0005279
CHEBI:3510,UMLS:C0275804
CHEBI:85993,UMLS:C1562029
CHEBI:5120,HP:0008226
CHEBI:5001,MONDO:0005347
CHEBI:33322,UMLS:C0032743
CHEBI:28077,MONDO:0006052
CHEBI:3489,MONDO:0005249
CHEBI:28748,MONDO:0006058
CHEBI:28864,MONDO:0006668
CHEBI:28748,MONDO:0008903
CHEBI:135772,MONDO:0006019
PUBCHEM.COMPOUND:91820602,MONDO:0009693
CHEBI:8024,MONDO:0005044
CHEBI:28971,MONDO:0001080
CHEBI:100246,MONDO:0005972
PUBCHEM.COMPOUND:6324599,UMLS:C0487602
CHEBI:9620,MONDO:0005915
CHEBI:194135,UMLS:C0276088
CHEBI:134893,MONDO:0005324
CHEBI:78320,MONDO:0006608
CHEBI:4814,MONDO:0005044
UNII:G9WJT6RD29,MONDO:0010619
CHEBI:81496,UMLS:C0358514
CHEBI:28838,MONDO:0006733
CHEBI:45979,MONDO:0018500
CHEBI:3697,MONDO:0000918
CHEBI:50694,MONDO:0040728
CHEBI:26675,MONDO:0004247
CHEBI:9544,HP:0002017
CHEBI:175901,MONDO:0002334
CHEBI:100246,UMLS:C0520775
UNII:TO3JYR3BOU,MONDO:0100244
UNII:2Z3DQD2JHM,MONDO:0100096
UNII:O43472U9X8,MONDO:0004948
CHEBI:3077,MONDO:0005848
CHEBI:59118,MONDO:0005654
CHEBI:68556,MONDO:0019623
UNII:55KHL3P693,MONDO:0005277
UNII:I031V2H011,MONDO:0011429
CHEBI:15641,UMLS:C0520676
CHEBI:94761,MONDO:0005044
CHEBI:18243,MONDO:0005468
CHEBI:94718,MONDO:0006004
CHEBI:81862,MONDO:0003019
CHEBI:135656,HP:0002071
CHEBI:8232,UMLS:C0577708
CHEBI:94848,MONDO:0011786
CHEBI:28001,UMLS:C0684256
CHEBI:229764,UMLS:C2349261
CHEBI:40303,MONDO:0002277
CHEBI:63598,MONDO:0005545
CHEBI:63638,MONDO:0005027
CHEBI:9725,MONDO:0005492
CHEBI:6888,UMLS:C0345468
CHEBI:135353,HP:0012531
CHEBI:3504,UMLS:C0275665
CHEBI:41879,HP:0012027
CHEBI:2549,MONDO:0004979
CHEBI:6888,MONDO:0018479
PUBCHEM.COMPOUND:122173801,MONDO:0017182
CHEBI:94316,EFO:0004888
CHEBI:7986,MONDO:0005136
UNII:70BSQ12069,MONDO:0005090
CHEBI:124991,UMLS:C0343402
CHEBI:10100,MONDO:0004979
CHEBI:47780,MONDO:0008114
CHEBI:4315,MONDO:0005133
CHEBI:3215,UMLS:C0199008
CHEBI:194135,UMLS:C0600041
CHEBI:46195,NCIT:C78302
CHEBI:3994,MONDO:0005709
CHEBI:6888,MONDO:0005848
CHEBI:3547,HP:0000371
CHEBI:9667,MONDO:0004126
CHEBI:16962,MONDO:0018479
UNII:2S9ZZM9Q9V,UMLS:C4722085
CHEBI:41879,MONDO:0015758
CHEBI:9352,MONDO:0005393
CHEBI:17650,UMLS:C0033775
CHEBI:27446,HP:0000371
CHEBI:61080,MONDO:0019476
CHEBI:28445,MONDO:0018905
CHEBI:135306,MONDO:0005252
CHEBI:2682,MONDO:0005888
CHEBI:62984,UMLS:C1444173
CHEBI:9763,UMLS:C0155860
CHEBI:85078,MONDO:0005147
CHEBI:9421,MONDO:0005649
CHEBI:6541,MONDO:0005044
GO:0061527,MONDO:0021107
CHEBI:3077,UMLS:C0406317
CHEBI:9321,MONDO:0005545
CHEBI:47544,UMLS:C0041912
CHEBI:116278,UMLS:C0577708
CHEBI:90930,MONDO:0005090
CHEBI:94820,MONDO:0006624
CHEMBL.COMPOUND:CHEMBL4650755,MONDO:0005607
UNII:97RWB5S1U6,UMLS:C0272373
CHEBI:27446,UMLS:C0554628
CHEBI:84883,MONDO:0021187
CHEBI:45924,UMLS:C0856695
PUBCHEM.COMPOUND:118988661,UMLS:C0009378
CHEBI:4995,MONDO:0016532
CHEBI:247956,HP:0000989
CHEBI:28887,UMLS:C0393664
CHEBI:3077,MONDO:0005377
PUBCHEM.COMPOUND:16683013,MONDO:0011989
CHEBI:7447,MONDO:0005970
CHEBI:3640,MONDO:0005044
CHEBI:6909,MONDO:0006669
CHEBI:3534,MONDO:0005280
CHEBI:135637,MONDO:0006052
CHEBI:47898,MONDO:0001406
CHEBI:7822,MONDO:0005178
CHEBI:133011,MONDO:0004842
CHEBI:5971,MONDO:0009831
CHEBI:567361,MONDO:0005314
CHEBI:8764,MONDO:0013730
CHEBI:3757,MONDO:0005302
CHEBI:9763,UMLS:C0349734
CHEBI:22907,MONDO:0005447
CHEBI:3419,HP:0001257
CHEBI:8357,HP:0000958
CHEBI:478164,UMLS:C0343402
CHEBI:8093,MONDO:0005709
CHEBI:16664,UMLS:C0153289
CHEBI:9334,MONDO:0005101
CHEBI:2379,MONDO:0005044
UNII:L0HR9A577V,MONDO:0009693
CHEBI:8207,MONDO:0006875
CHEBI:30769,MONDO:0021146
CHEBI:101278,MONDO:0006021
CHEBI:29007,MONDO:0005972
CHEBI:45863,MONDO:0005055
CHEBI:5120,MONDO:0009047
CHEBI:135324,HP:0000989
CHEBI:3746,UMLS:C0343500
CHEBI:100241,MONDO:0001080
CHEBI:27666,MONDO:0005105
CHEBI:554446,MONDO:0020920
CHEBI:15367,MONDO:0000736
CHEBI:31677,MONDO:0015253
CHEBI:3480,MONDO:0004522
CHEBI:127780,MONDO:0027029
CHEBI:75172,UMLS:C3163805
PUBCHEM.COMPOUND:6321415,MONDO:0018059
CHEBI:34764,MONDO:0019558
UNII:NQX9KB6PCL,MONDO:0019499
CHEBI:2469,MONDO:0005366
CHEBI:18385,HP:0100503
CHEBI:474180,MONDO:0044070
CHEBI:94806,UMLS:C0152499
CHEBI:17268,MONDO:0017773
CHEBI:232544,MONDO:0005062
UNII:98DE7VN88D,MONDO:0002158
CHEBI:28876,MONDO:0009693
CHEBI:95341,MONDO:0004980
UNII:8NZ41MIK1O,MONDO:0005068
CHEBI:8378,MONDO:0006594
CHEBI:31607,MONDO:0001356
PUBCHEM.COMPOUND:6321415,UMLS:C2887096
CHEBI:50838,HP:0031217
CHEBI:17650,MONDO:0005642
CHEBI:2682,MONDO:0003781
CHEBI:7953,MONDO:0005302
CHEBI:135276,MONDO:0005709
CHEBI:194135,MONDO:0005280
CHEBI:3238,MONDO:0005984
CHEBI:71415,UMLS:C0520775
CHEBI:34511,MONDO:0011786
CHEBI:87715,MONDO:0005542
CHEBI:8069,HP:0002349
CHEBI:39098,MONDO:0003482
CHEBI:29007,UMLS:C1112209
CHEBI:8382,MONDO:0004980
UNII:GNWE7KJ995,MONDO:0016450
CHEBI:9421,EFO:1001865
CHEBI:18208,MONDO:0001266
CHEBI:63618,MONDO:0002277
CHEBI:63598,MONDO:0006939
CHEBI:85078,MONDO:0005300
CHEBI:9150,MONDO:0018328
CHEBI:68647,MONDO:0007256
CHEBI:6916,HP:0004308
CHEBI:5551,HP:0012735
CHEBI:6919,UMLS:C0343402
CHEBI:3561,MONDO:0011786
CHEBI:9706,MONDO:0005086
CHEBI:5134,MONDO:0006608
CHEBI:32588,MONDO:0003019
UNII:5384HK7574,MONDO:0021063
UNII:DLG4EML025,UMLS:C3889038
UNII:CEGM9YBNGD,MONDO:0005233
CHEBI:176844,MONDO:0018364
CHEBI:134710,MONDO:0005230
CHEBI:82977,MONDO:0005354
UNII:28X28X9OKV,MONDO:0006474
CHEBI:135791,MONDO:0006608
CHEBI:42068,MONDO:0007254
CHEBI:7514,MONDO:0009688
CHEBI:9667,MONDO:0002471
CHEBI:2549,MONDO:0005002
CHEBI:84500,MONDO:0008575
CHEBI:42355,UMLS:C0275761
PUBCHEM.COMPOUND:78357831,MONDO:0042233
PUBCHEM.COMPOUND:49863420,UMLS:C0742964
UNII:MT6QI8324A,UMLS:C0426639
UNII:4W0459ZA4V,UMLS:C0729586
CHEBI:16962,MONDO:0007915
CHEBI:17115,MONDO:0005338
UNII:43K1W2T1M6,MONDO:0005354
CHEBI:3697,MONDO:0006816
CHEBI:9667,UMLS:C0033775
CHEBI:3183,MONDO:0005492
CHEBI:194135,UMLS:C1260917
CHEBI:47519,MONDO:0005886
CHEBI:4591,HP:0002901
CHEBI:6456,MONDO:0003471
CHEBI:31236,UMLS:C0270425
CHEBI:3398,HP:0000989
CHEBI:51209,MONDO:0005642
CHEBI:601027,MONDO:0005044
CHEBI:8378,MONDO:0010030
CHEBI:6715,MONDO:0002715
CHEBI:136043,MONDO:0005148
CHEBI:134741,MONDO:0005812
CHEBI:8310,UMLS:C0684256
CHEBI:50694,MONDO:0006019
CHEBI:59173,UMLS:C1532338
CHEBI:71193,MONDO:0005148
CHEBI:8024,MONDO:0005044
CHEBI:29013,MONDO:0024472
CHEBI:47519,MONDO:0005894
CHEBI:27882,MONDO:0004995
CHEBI:5543,UMLS:C0339933
UNII:0J877412JV,MONDO:0005393
CHEBI:45924,MONDO:0002307
CHEBI:471744,UMLS:C0684256
CHEBI:37941,MONDO:0004981
UNII:505CXM6OHG,MONDO:0005812
CHEBI:6538,MONDO:0044212
CHEBI:27779,MONDO:0001405
CHEBI:31206,MONDO:0005709
CHEBI:4911,MONDO:0005864
CHEBI:9667,MONDO:0005377
CHEBI:142406,UMLS:C0423673
CHEBI:9570,UMLS:C0149615
CHEBI:231087,UMLS:C4303663
CHEBI:2666,MONDO:0041086
CHEBI:6888,UMLS:C2894027
CHEBI:3746,UMLS:C1112209
CHEBI:6504,HP:0001945
CHEBI:5280,UMLS:C0577709
CHEBI:9667,MONDO:0004857
CHEBI:63598,UMLS:C0856695
CHEBI:5118,MONDO:0005452
CHEBI:9327,MONDO:0005808
CHEBI:135772,MONDO:0019186
CHEBI:6129,UMLS:C0278140
CHEBI:4907,MONDO:0005382
CHEBI:52132,UMLS:C0152965
UNII:38073MQB2A,MONDO:0018906
CHEBI:177736,MONDO:0001673
CHEBI:39112,MONDO:0006115
CHEBI:5950,MONDO:0005644
CHEBI:134857,MONDO:0004822
CHEBI:27375,MONDO:0002367
CHEBI:134703,UMLS:C0032743
CHEBI:100246,UMLS:C0729586
CHEBI:63607,UMLS:C0554628
CHEBI:63589,MONDO:0005109
CHEBI:3732,MONDO:0025598
CHEBI:8232,MONDO:0006816
CHEBI:63611,MONDO:0025598
CHEBI:6538,HP:0025095
UNII:PP0SHH6V16,MONDO:0005311
CHEBI:50729,MONDO:0008315
CHEBI:135276,HP:0001742
UNII:BI009E452R,UMLS:C0570328
CHEBI:50438,MONDO:0000831
CHEBI:3423,MONDO:0000612
CHEBI:5165,MONDO:0005027
CHEBI:6931,UMLS:C0002915
CHEBI:3061,MONDO:0005044
CHEBI:4911,MONDO:0005040
CHEBI:38940,MONDO:0009831
UNII:P76B05O5V6,UMLS:C5190725
CHEBI:72564,MONDO:0002898
CHEBI:9757,HP:0011499
CHEBI:84115,HP:0031417
CHEBI:3160,HP:0000011
CHEBI:3746,MONDO:0018667
CHEBI:157175,MONDO:0004277
CHEBI:3001,MONDO:0004979
CHEBI:31336,HP:0002901
CHEBI:3380,MONDO:0005044
CHEBI:31990,MONDO:0005642
CHEBI:28864,UMLS:C1997728
CHEBI:68534,UMLS:C1282496
CHEBI:16469,MONDO:0001410
CHEBI:2637,MONDO:0006670
CHEBI:6888,MONDO:0006545
CHEBI:119573,MONDO:0005109
CHEBI:7466,UMLS:C0271932
CHEBI:6775,MONDO:0005101
CHEBI:478164,MONDO:0005972
CHEBI:31827,MONDO:0005027
CHEBI:66901,UMLS:C0392164
CHEBI:71219,MONDO:0002367
PUBCHEM.COMPOUND:49863420,UMLS:C0949083
UNII:55MOB566V7,UMLS:C0729519
CHEBI:5108,MONDO:0006554
CHEBI:28445,MONDO:0000612
CHEBI:17650,MONDO:0005480
CHEBI:4706,GO:0090075
CHEBI:100246,UMLS:C0275556
CHEBI:142290,MONDO:0005029
CHEBI:50838,UMLS:C0520676
CHEBI:27373,MONDO:0006769
CHEBI:3077,MONDO:0006547
CHEBI:44423,MONDO:0005083
CHEBI:5001,MONDO:0017773
CHEBI:8069,MONDO:0005027
CHEBI:3398,HP:0031417
CHEBI:45980,MONDO:0004975
CHEBI:68551,MONDO:0005052
UNII:033072U4MZ,MONDO:0010679
CHEBI:3393,MONDO:0005280
CHEBI:4392,MONDO:0019186
CHEBI:204734,MONDO:0011786
CHEBI:4636,MONDO:0013600
CHEBI:204734,UMLS:C0406317
CHEBI:8707,UMLS:C0270425
CHEBI:134808,HP:0200042
CHEBI:29007,MONDO:0020920
UNII:NQX9KB6PCL,UMLS:C1720505
CHEBI:4392,MONDO:0005888
CHEBI:5000,MONDO:0011122
CHEBI:135791,UMLS:C0149922
CHEBI:9667,MONDO:0015614
CHEBI:34764,MONDO:0005480
CHEBI:8232,EFO:1001753
CHEBI:231350,MONDO:0044903
CHEBI:135053,NCIT:C83493
UNII:DJJ95FJP1H,MONDO:0008383
CHEBI:8346,HP:0031417
CHEBI:3478,UMLS:C0339933
CHEBI:6931,UMLS:C0344106
CHEBI:3077,MONDO:0007179
CHEBI:161680,MONDO:0040732
CHEBI:6402,MONDO:0008383
CHEBI:3077,MONDO:0002400
CHEBI:9421,UMLS:C0276026
CHEBI:31199,MONDO:0019558
CHEBI:81293,UMLS:C0002915
CHEBI:5971,MONDO:0008903
CHEBI:4601,MONDO:0005644
CHEBI:6043,MONDO:0004247
CHEBI:50114,MONDO:0005298
CHEBI:145371,UMLS:C5394779
CHEBI:5109,UMLS:C0406317
CHEBI:15641,MONDO:0011438
CHEBI:2676,UMLS:C0856695
CHEBI:9555,MONDO:0002334
CHEBI:42068,MONDO:0012883
CHEBI:10650,MONDO:0043537
CHEBI:229680,MONDO:0044070
CHEBI:50845,MONDO:0019359
CHEBI:94789,HP:0001681
CHEBI:9667,MONDO:0005318
CHEBI:134750,MONDO:0000736
CHEBI:59750,MONDO:0006608
CHEBI:553473,MONDO:0021108
CHEBI:83168,MONDO:0011786
CHEBI:161680,MONDO:0004522
CHEBI:6520,MONDO:0002334
CHEBI:8654,UMLS:C0153303
CHEBI:34683,UMLS:C0426639
UNII:0H8KZ470DW,MONDO:0005302
CHEBI:31663,UMLS:C0406317
CHEBI:59582,UMLS:C0033777
CHEBI:59269,MONDO:0005492
CHEBI:9667,MONDO:0005348
UNII:B72HH48FLU,MONDO:0008383
CHEBI:5109,HP:0011123
CHEBI:6060,MONDO:0006875
UNII:88SH1NBL2B,MONDO:0019623
CHEBI:29013,UMLS:C0149966
CHEBI:84883,MONDO:0005347
CHEBI:31607,UMLS:C0700589
CHEBI:6900,GO:0090075
CHEBI:16714,HP:0012228
CHEBI:135752,MONDO:0005136
CHEBI:135156,UMLS:C0348898
CHEBI:10112,UMLS:C1318955
CHEBI:59582,UMLS:C0406326
CHEBI:553473,MONDO:0001316
CHEBI:8768,MONDO:0017169
CHEBI:28971,MONDO:0006753
UNII:09495UIM6V,UMLS:C0748052
CHEBI:135929,MONDO:0010811
CHEBI:9587,MONDO:0018667
CHEBI:3534,UMLS:C0577708
CHEBI:50845,UMLS:C0275556
CHEBI:27565,UMLS:C0275959
CHEBI:29708,EFO:1000003
CHEBI:5132,MONDO:0008315
CHEBI:3814,MONDO:0021187
GO:0030521,MONDO:0007915
CHEBI:4453,UMLS:C0700589
CHEBI:8245,UMLS:C1318955
UNII:VRN8S9CW5V,MONDO:0001577
CHEBI:34829,MONDO:0006604
CHEBI:3048,HP:0002071
CHEBI:94809,MONDO:0005001
CHEBI:15428,MONDO:0003014
CHEBI:5280,MONDO:0005970
CHEBI:6076,MONDO:0005657
CHEBI:3423,MONDO:0018908
CHEBI:50693,UMLS:C0581377
CHEBI:5147,MONDO:0005607
CHEBI:32032,MONDO:0003019
CHEBI:29007,MONDO:0006816
CHEBI:100246,UMLS:C0600041
CHEBI:140628,MONDO:0005316
UNII:JD24M53P9U,UMLS:C0423778
CHEBI:6888,MONDO:0005093
CHEBI:8389,MONDO:0008315
CHEBI:3133,MONDO:0004849
CHEBI:9137,MONDO:0011122
CHEBI:15544,MONDO:0007345
CHEBI:18208,MONDO:0005972
PUBCHEM.COMPOUND:6321415,MONDO:0005545
CHEBI:17650,UMLS:C1275687
CHEBI:102484,MONDO:0005808
CHEBI:76172,MONDO:0008383
CHEBI:31856,MONDO:0005447
UNII:0570F37359,MONDO:0005354
CHEBI:5971,MONDO:0002334
CHEBI:9342,UMLS:C0268108
UNII:31YO63LBSN,MONDO:0006474
CHEBI:82405,MONDO:0006554
CHEBI:29007,MONDO:0005246
CHEBI:15409,HP:0003418
UNII:RSA8KO39WH,MONDO:0008903
CHEBI:8378,MONDO:0005301
UNII:1OQF7TT3PF,MONDO:0020920
CHEBI:9919,MONDO:0043653
CHEBI:29013,UMLS:C0549398
CHEBI:78320,MONDO:0003019
CHEBI:16947,MONDO:0004985
CHEBI:7959,MONDO:0009067
CHEBI:31781,MONDO:0005109
CHEBI:471744,MONDO:0020920
UNII:55MOB566V7,MONDO:0001218
CHEBI:28876,MONDO:0002334
CHEBI:4911,MONDO:0001406
CHEBI:47426,UMLS:C0155919
UNII:PX665RAA3H,MONDO:0100096
CHEBI:2956,UMLS:C0276089
CHEBI:119915,UMLS:C2215257
CHEBI:45213,MONDO:0007972
CHEBI:5614,MONDO:0005984
CHEBI:2673,UMLS:C0231403
CHEBI:8499,HP:0004755
CHEBI:3480,UMLS:C0520775
CHEBI:8378,MONDO:0002081
CHEBI:50777,UMLS:C0700589
CHEBI:17347,UMLS:C0546981
CHEBI:2955,UMLS:C0275556
UNII:52CMI0WC3Y,UMLS:C4708088
CHEBI:194135,MONDO:0005945
CHEBI:90227,DOID:0111253
CHEBI:82700,MONDO:0005002
UNII:N62TGJ04A1,MONDO:0005044
CHEBI:41879,MONDO:0005011
CHEBI:94484,MONDO:0011786
UNII:961YV2O515,MONDO:0009688
CHEBI:31677,MONDO:0002400
CHEBI:42797,MONDO:0005027
CHEBI:28864,DOID:50360
CHEBI:91495,MONDO:0001358
CHEBI:63925,MONDO:0005041
CHEBI:6539,MONDO:0005383
UNII:9R3D3Y0UHS,MONDO:0007064
CHEBI:31857,MONDO:0011786
CHEBI:8871,MONDO:0004985
PUBCHEM.COMPOUND:122173807,MONDO:0001648
CHEBI:16962,MONDO:0018908
CHEBI:8232,UMLS:C0520775
CHEBI:77572,MONDO:0011786
CHEBI:29013,MONDO:0005642
CHEBI:3479,MONDO:0005545
CHEBI:17347,UMLS:C1562029
CHEBI:474053,MONDO:0004652
UNII:I5I8VB78VT,UMLS:C1142085
UNII:2CN60TN6ZS,MONDO:0008433
UNII:FYS6T7F842,MONDO:0005101
CHEBI:5147,UMLS:C0730607
CHEBI:30746,MONDO:0016367
CHEBI:5108,MONDO:0006547
CHEBI:16857,UMLS:C0242739
CHEBI:3238,MONDO:0001405
UNII:GE2T1418SV,MONDO:0005607
CHEBI:8107,MONDO:0016532
CHEBI:135772,MONDO:0002258
CHEBI:134742,MONDO:0041806
CHEBI:567361,MONDO:0018935
CHEBI:7770,UMLS:C3697010
CHEBI:6888,MONDO:0019558
CHEBI:7454,NCIT:C92821
UNII:913P6LK81M,MONDO:0005109
CHEBI:6472,MONDO:0021680
CHEBI:194135,UMLS:C0276026
CHEBI:41879,MONDO:0019801
CHEBI:41774,UMLS:C3163805
CHEBI:8776,UMLS:C0267055
CHEBI:3515,UMLS:C0276026
CHEBI:15366,MONDO:0004795
CHEBI:135364,MONDO:0005277
CHEBI:31199,UMLS:C0406317
CHEBI:9449,MONDO:0004979
CHEBI:6775,MONDO:0007005
CHEBI:30769,MONDO:0002268
CHEBI:34791,UMLS:C0002921
CHEBI:9587,MONDO:0005545
CHEBI:8378,MONDO:0005848
CHEBI:3892,UMLS:C0581392
CHEBI:68575,MONDO:0004979
UNII:8CQO07490I,MONDO:0010679
CHEBI:69478,MONDO:0016532
CHEBI:16962,UMLS:C0406326
CHEBI:8382,MONDO:0008383
CHEBI:9012,MONDO:0004765
CHEBI:478164,UMLS:C0577709
CHEBI:29007,UMLS:C0577708
CHEBI:9667,MONDO:0009691
CHEBI:50819,MONDO:0006547
UNII:DE2O63YV8R,UMLS:C3662038
UNII:6T8C155666,UMLS:C4544822
CHEBI:7507,MONDO:0002307
CHEBI:15854,MONDO:0005920
CHEBI:7982,NCIT:C92821
CHEBI:63598,MONDO:0004652
PUBCHEM.COMPOUND:6321415,UMLS:C0152973
CHEBI:31677,MONDO:0005306
CHEBI:5134,UMLS:C0033775
CHEBI:66919,MONDO:0020076
CHEBI:50729,MONDO:0007254
CHEBI:8378,MONDO:0018479
CHEBI:4735,MONDO:0001566
CHEBI:8310,MONDO:0020283
CHEBI:6919,MONDO:0004277
CHEBI:135829,UMLS:C0339932
CHEBI:3547,MONDO:0005246
CHEBI:17650,MONDO:0005377
CHEBI:16914,MONDO:0005709
CHEBI:3133,UMLS:C0347950
CHEBI:3732,HP:0005202
CHEBI:3499,UMLS:C0343402
UNII:TG8IQ19NG2,MONDO:0005737
CHEBI:4735,UMLS:C0261486
CHEBI:3077,MONDO:0011786
CHEBI:31990,MONDO:0006004
CHEBI:209807,MONDO:0005970
CHEBI:3491,UMLS:C0577708
CHEBI:17688,MONDO:0005101
CHEBI:32599,UMLS:C0426639
CHEBI:135772,MONDO:0005976
CHEBI:28971,UMLS:C0275556
CHEBI:28838,HP:0025610
CHEBI:30742,UMLS:C0426639
CHEBI:135349,MONDO:0005148
CHEBI:135829,UMLS:C0276089
CHEBI:8382,MONDO:0004948
CHEBI:7959,MONDO:0010200
CHEBI:50694,MONDO:0004264
UNII:FYS6T7F842,MONDO:0022205
CHEBI:15940,UMLS:C0342882
CHEBI:59164,MONDO:0005011
CHEBI:71025,UMLS:C0419527
CHEBI:28971,MONDO:0019345
CHEBI:4710,HP:0000989
UNII:8EOO6HQF8Y,MONDO:0005233
CHEBI:71940,MONDO:0005362
