drug,disease
UNII:BVS505O332,UMLS:C2939459
CHEBI:63717,MONDO:0005366
CHEBI:42355,UMLS:C0276027
UNII:089658A12D,MONDO:0015597
CHEBI:553473,UMLS:C0276088
CHEBI:7627,HP:0000869
CHEBI:47657,MONDO:0005002
CHEBI:31199,MONDO:0006547
CHEBI:8232,MONDO:0004522
CHEBI:50694,MONDO:0011438
CHEBI:3480,MONDO:0005545
CHEBI:18208,UMLS:C0264515
CHEBI:3215,NCIT:C50743
CHEBI:9667,MONDO:0005306
UNII:7662KG2R6K,UMLS:C0267509
CHEBI:567361,MONDO:0002334
CHEBI:8874,UMLS:C1828079
CHEBI:4672,MONDO:0005233
CHEBI:2948,MONDO:0005301
UNII:7SQY4ZUD30,MONDO:0005072
PUBCHEM.COMPOUND:129073603,UMLS:C0278987
CHEBI:6538,MONDO:0004979
CHEBI:31990,HP:0025095
CHEBI:3746,UMLS:C0684256
CHEBI:9667,MONDO:0019558
CHEBI:337298,UMLS:C2711256
CHEBI:15641,MONDO:0011438
CHEBI:51032,MONDO:0005642
CHEBI:50819,MONDO:0001356
CHEBI:36219,MONDO:0100345
CHEBI:32300,MONDO:0005148
CHEBI:135947,MONDO:0008159
CHEBI:7627,DOID:14275
CHEBI:68855,UMLS:C0040399
CHEBI:9321,MONDO:0020920
CHEBI:135358,MONDO:0002203
CHEBI:6888,HP:0012027
CHEBI:33353,UMLS:C0358514
CHEBI:28487,MONDO:0005044
CHEBI:3996,HP:0001257
CHEBI:31184,MONDO:0005480
UNII:N3858377KC,UMLS:C0032743
CHEBI:135515,MONDO:0004948
UNII:834YJF89WO,MONDO:0020547
CHEBI:28445,MONDO:0002367
UNII:7XL5ISS668,MONDO:0009348
CHEBI:135324,MONDO:0005642
CHEBI:4464,HP:0000989
CHEBI:45213,MONDO:0019975
CHEBI:75045,MONDO:0005191
CHEBI:5280,MONDO:0005972
UNII:07896928ZC,UMLS:C1112209
CHEBI:28445,MONDO:0004967
CHEBI:3515,UMLS:C0729586
CHEBI:5959,MONDO:0005016
CHEBI:91484,UMLS:C0278139
CHEBI:5801,MONDO:0005920
CHEBI:229680,MONDO:0042233
CHEBI:3757,UMLS:C0278140
CHEBI:3682,MONDO:0002203
CHEBI:32888,MONDO:0003471
CHEBI:77942,MONDO:0001628
CHEBI:16914,MONDO:0024343
CHEBI:46557,MONDO:0005298
CHEBI:100246,UMLS:C0949083
CHEBI:31607,MONDO:0001239
CHEBI:18145,HP:0100513
CHEBI:27666,MONDO:0005212
CHEBI:15551,MONDO:0006248
CHEBI:16469,MONDO:0008315
CHEBI:27375,MONDO:0005447
CHEBI:175901,MONDO:0008903
CHEBI:167450,MONDO:0005314
CHEBI:28741,MONDO:0024298
CHEBI:4513,MONDO:0000831
CHEBI:2682,MONDO:0002258
CHEBI:41879,MONDO:0006814
UNII:L76T0ZCA8K,MONDO:0015909
CHEBI:85978,MONDO:0005657
UNII:PP0SHH6V16,MONDO:0015905
CHEBI:31348,MONDO:0008315
UNII:N62TGJ04A1,MONDO:0005016
CHEBI:404903,MONDO:0005972
CHEBI:42355,MONDO:0005976
CHEBI:3515,MONDO:0004592
CHEBI:41879,MONDO:0019338
CHEBI:50785,UMLS:C0700589
CHEBI:29007,UMLS:C0276026
CHEBI:50838,DOID:14275
CHEBI:6640,MONDO:0008383
CHEBI:18208,MONDO:0004215
CHEBI:204928,UMLS:C0577709
CHEBI:44185,MONDO:0007243
CHEBI:204928,MONDO:0006670
UNII:4T36H88UA7,UMLS:C1282496
PUBCHEM.COMPOUND:49863420,MONDO:0100338
CHEBI:161680,EFO:1001421
CHEBI:47519,MONDO:0005706
UNII:3A189DH42V,MONDO:0005314
CHEBI:78540,MONDO:0011849
CHEBI:6888,MONDO:0004979
CHEBI:7596,UMLS:C0264714
CHEBI:50694,MONDO:0005834
UNII:420K487FSG,MONDO:0026045
CHEBI:133011,MONDO:0005808
CHEBI:9943,MONDO:0005383
CHEBI:41879,MONDO:0004855
CHEBI:28669,UMLS:C0729587
CHEBI:135515,MONDO:0000901
CHEBI:74619,MONDO:0018874
CHEBI:31625,UMLS:C0010032
CHEBI:8093,MONDO:0003014
CHEBI:17594,MONDO:0000736
CHEBI:6888,MONDO:0011786
CHEBI:8871,UMLS:C0270425
CHEBI:44423,MONDO:0001657
CHEBI:9570,MONDO:0001187
CHEBI:4909,MONDO:0005178
UNII:6WS4C399GB,UMLS:C2349276
CHEBI:194135,MONDO:0004795
CHEBI:2948,MONDO:0016264
CHEBI:45783,MONDO:0011719
CHEBI:2637,UMLS:C0949083
CHEBI:2948,MONDO:0019170
CHEBI:31689,MONDO:0008383
CHEBI:6758,MONDO:0005027
CHEBI:68579,UMLS:C1277289
CHEBI:204928,UMLS:C1260917
CHEBI:9421,MONDO:0004652
CHEBI:61390,UMLS:C1960925
CHEBI:16962,UMLS:C0849907
CHEBI:15407,MONDO:0005324
CHEBI:31608,MONDO:0001356
CHEBI:29007,MONDO:0041903
CHEBI:102484,UMLS:C0729586
CHEBI:17474,MONDO:0001410
CHEBI:17833,MONDO:0006552
UNII:ZL1R02VT79,UMLS:C0339507
CHEBI:16709,MONDO:0004574
CHEBI:38545,MONDO:0007759
CHEBI:5108,UMLS:C0149922
CHEBI:2955,UMLS:C1278807
CHEBI:2376,MONDO:0005148
UNII:6WS4C399GB,UMLS:C4528668
CHEBI:41879,MONDO:0006545
CHEBI:9763,UMLS:C0275652
CHEBI:5004,HP:0012531
CHEBI:291342,MONDO:0005709
CHEBI:15940,MONDO:0007759
CHEBI:2682,MONDO:0100338
CHEBI:9667,MONDO:0002572
CHEBI:9570,MONDO:0018908
CHEBI:18258,MONDO:0009718
CHEBI:3077,MONDO:0015129
CHEBI:59204,EFO:1001863
UNII:0J877412JV,HP:0002149
CHEBI:50694,MONDO:0002258
CHEBI:135704,MONDO:0015796
CHEBI:7936,MONDO:0005146
CHEBI:17682,MONDO:0005647
CHEBI:31731,MONDO:0005338
CHEBI:7735,UMLS:C0270425
CHEBI:161680,DOID:50360
CHEBI:44423,MONDO:0005105
CHEBI:9448,MONDO:0001405
CHEBI:188986,MONDO:0006875
CHEBI:29013,MONDO:0005683
CHEBI:31719,MONDO:0008159
CHEBI:3231,NCIT:C50743
UNII:AIW6036FAS,MONDO:0010679
CHEBI:135312,UMLS:C0038818
CHEBI:2567,MONDO:0008159
CHEBI:101278,MONDO:0004981
CHEBI:135189,MONDO:0043455
DrugCentral:5160,UMLS:C1561828
CHEBI:26833,UMLS:C0175167
CHEBI:125612,MONDO:0004975
CHEBI:28748,MONDO:0005089
CHEBI:6690,MONDO:0002050
CHEBI:42355,MONDO:0004264
UNII:WKM56H3TLB,UMLS:C0400918
CHEBI:35176,HP:0025337
CHEBI:66919,MONDO:0009891
CHEBI:63617,MONDO:0021095
CHEBI:3746,MONDO:0024389
CHEBI:6970,MONDO:0004980
CHEBI:134729,MONDO:0004247
CHEBI:3077,MONDO:0020108
CHEBI:6061,HP:0001681
CHEBI:404903,MONDO:0004652
CHEBI:9667,MONDO:0006547
CHEBI:4392,UMLS:C0275652
CHEBI:50845,UMLS:C0275652
CHEBI:41879,MONDO:0005348
CHEBI:134936,MONDO:0011786
CHEBI:6413,MONDO:0007254
CHEBI:32184,MONDO:0011438
CHEBI:5551,UMLS:C0037195
CHEBI:31348,MONDO:0007576
CHEBI:107736,UMLS:C0021931
GO:0030101,MONDO:0018874
CHEBI:16714,MONDO:0005709
UNII:V1N8F1RVVO,UMLS:C3874358
CHEBI:3491,MONDO:0005246
CHEBI:41500,MONDO:0004976
CHEBI:478164,UMLS:C0577708
CHEBI:8382,MONDO:0005101
CHEBI:6970,MONDO:0004979
CHEBI:68558,MONDO:0005542
CHEBI:70718,MONDO:0005545
CHEBI:6919,UMLS:C0684256
CHEBI:9327,MONDO:0002307
CHEBI:31638,MONDO:0007254
CHEBI:4875,MONDO:0011429
CHEBI:10100,UMLS:C1318955
CHEBI:44032,MONDO:0012268
CHEBI:6443,UMLS:C0419527
CHEBI:585948,MONDO:0005044
CHEBI:68558,MONDO:0005294
UNII:FYS6T7F842,MONDO:0011849
CHEBI:63580,MONDO:0001577
CHEMBL.COMPOUND:CHEMBL2108334,MONDO:0100326
CHEBI:41879,MONDO:0000004
CHEBI:91408,MONDO:0009692
CHEBI:3515,UMLS:C0856695
CHEBI:9421,MONDO:0002155
CHEBI:83766,MONDO:0002087
CHEBI:3654,HP:0000969
CHEBI:136053,UMLS:C0694549
CHEBI:18295,MONDO:0005178
UNII:NZ8M50KKRG,MONDO:0009877
UNII:3HXR312Z9M,EFO:0010581
UNII:31YO63LBSN,UMLS:C0349531
CHEBI:2611,MONDO:0005383
UNII:AVK0I6HY2U,MONDO:0005298
CHEBI:50275,UMLS:C0267055
CHEMBL.COMPOUND:CHEMBL4650755,MONDO:0004979
CHEBI:15407,HP:0031417
CHEBI:3515,UMLS:C0152965
CHEBI:43415,HP:0001945
CHEBI:9667,MONDO:0019338
CHEBI:3112,HP:0002071
CHEBI:41977,MONDO:0005055
CHEBI:31663,MONDO:0005480
UNII:2WU922TK3L,UMLS:C1299579
UNII:0P70AR5BYB,UMLS:C1262019
CHEBI:8389,HP:0031217
CHEBI:75722,HP:0012531
CHEBI:134699,MONDO:0005180
CHEBI:27732,UMLS:C0232058
CHEBI:70718,MONDO:0005945
CHEBI:101085,MONDO:0005338
CHEBI:209807,MONDO:0001080
CHEBI:31415,MONDO:0004980
CHEBI:28748,MONDO:0002108
CHEBI:554446,MONDO:0005970
CHEBI:17698,MONDO:0004795
CHEBI:134715,MONDO:0005148
CHEBI:10127,MONDO:0007488
UNII:472LWJ3Y9N,HP:0002901
CHEBI:8426,MONDO:0005393
CHEBI:3172,MONDO:0000190
CHEBI:3001,MONDO:0003014
CHEBI:9332,UMLS:C0577709
CHEBI:46081,MONDO:0006014
CHEBI:72564,MONDO:0001657
CHEBI:6909,HP:0002783
CHEBI:51364,MONDO:0005090
CHEBI:78539,MONDO:0005044
CHEBI:9763,UMLS:C0276026
CHEBI:42355,UMLS:C1278807
CHEBI:18208,MONDO:0016595
CHEBI:16962,MONDO:0006814
CHEBI:194135,UMLS:C0577708
CHEBI:9587,UMLS:C0030785
CHEBI:3515,UMLS:C0149966
CHEBI:17833,UMLS:C0276088
CHEBI:50845,MONDO:0005136
CHEBI:3181,MONDO:0005180
CHEBI:7983,MONDO:0005299
CHEBI:32071,UMLS:C0856695
CHEBI:40279,UMLS:C1959799
CHEBI:49662,MONDO:0004855
CHEBI:43968,MONDO:0018059
CHEBI:8232,MONDO:0005246
UNII:4Q52C550XK,MONDO:0018906
CHEBI:209807,UMLS:C0577708
CHEBI:8232,EFO:1001421
CHEBI:8093,UMLS:C0033775
CHEBI:6909,MONDO:0002154
CHEBI:22526,MONDO:0005059
UNII:CUJ2MVI71Y,UMLS:C0238217
CHEBI:3219,MONDO:0002009
CHEBI:4027,MONDO:0009691
CHEBI:135688,MONDO:0005044
PUBCHEM.COMPOUND:6321415,HP:0002783
CHEBI:64355,MONDO:0016426
CHEBI:5147,MONDO:0005002
CHEBI:8378,MONDO:0002771
CHEBI:8890,UMLS:C0002921
CHEBI:29013,MONDO:0025419
UNII:D959AE5USF,MONDO:0018824
CHEBI:6539,MONDO:0016532
CHEBI:17833,MONDO:0004789
CHEBI:9667,MONDO:0011786
CHEBI:18357,MONDO:0004979
CHEBI:38545,MONDO:0005098
CHEBI:4392,MONDO:0005976
CHEBI:48947,MONDO:0005545
CHEBI:3176,MONDO:0006875
CHEBI:18208,UMLS:C0275804
CHEBI:4513,MONDO:0006809
CHEBI:9445,MONDO:0010811
CHEBI:37670,MONDO:0006594
CHEBI:4469,MONDO:0021107
CHEBI:480999,MONDO:0008170
CHEBI:7921,MONDO:0005027
CHEBI:4527,MONDO:0005749
CHEBI:132774,UMLS:C2981142
CHEBI:4911,MONDO:0002334
CHEBI:63620,MONDO:0005180
CHEBI:9599,MONDO:0005044
CHEBI:3371,UMLS:C0275959
CHEBI:63598,MONDO:0005119
CHEBI:9150,MONDO:0005010
CHEBI:59582,MONDO:0004980
CHEBI:4046,MONDO:0005642
UNII:08GY9K1EUO,HP:0002149
CHEBI:6078,MONDO:0017137
CHEBI:31186,MONDO:0006946
CHEBI:9316,UMLS:C0002915
CHEBI:27666,MONDO:0005089
CHEBI:3160,HP:0002061
CHEBI:44185,MONDO:0005100
CHEBI:135189,MONDO:0005298
CHEBI:16796,MONDO:0024376
CHEBI:31444,MONDO:0002258
UNII:NU90V55F8I,MONDO:0008383
CHEBI:46557,MONDO:0043455
CHEBI:44185,MONDO:0005083
CHEBI:100241,MONDO:0004652
GO:0050892,MONDO:0015183
UNII:3FYP5M0IJX,MONDO:0002203
UNII:T41737F88A,MONDO:0005131
CHEBI:50845,MONDO:0000330
CHEBI:5551,NCIT:C78302
CHEBI:32114,HP:0003418
CHEBI:27690,MONDO:0001744
CHEBI:29007,MONDO:0005945
CHEBI:3207,UMLS:C1318955
UNII:DEW6X41BEK,UMLS:C0406317
UNII:Y6BX7BL23K,MONDO:0003060
CHEBI:9667,MONDO:0005306
CHEBI:205919,MONDO:0004980
CHEBI:47544,UMLS:C0554628
CHEBI:135122,UMLS:C0011389
CHEMBL.COMPOUND:CHEMBL3084722,MONDO:0004773
CHEBI:42944,MONDO:0004975
CHEBI:3207,MONDO:0004979
CHEBI:6801,MONDO:0005148
CHEBI:78320,UMLS:C0033777
CHEBI:6935,MONDO:0005148
CHEBI:6637,MONDO:0007186
CHEBI:2659,MONDO:0005002
CHEBI:44185,MONDO:0007576
CHEBI:215747,UMLS:C0406317
CHEBI:28741,UMLS:C1960644
CHEBI:16962,MONDO:0043455
CHEBI:4470,HP:0031417
CHEBI:3491,UMLS:C1997728
CHEBI:18295,UMLS:C0162352
CHEBI:52010,NCIT:C78302
UNII:R581OT55EA,MONDO:0005393
CHEBI:94559,MONDO:0005324
CHEBI:3048,MONDO:0005180
CHEBI:27902,UMLS:C0729586
CHEBI:3534,UMLS:C0520775
UNII:1351PE5UGS,MONDO:0009693
CHEBI:10124,MONDO:0005277
CHEBI:85973,UMLS:C2585945
CHEBI:6456,MONDO:0001794
CHEBI:63598,UMLS:C0339933
CHEBI:15365,MONDO:0008383
CHEBI:133011,MONDO:0001249
CHEBI:9939,UMLS:C0002915
CHEBI:135829,UMLS:C1263758
CHEBI:28445,MONDO:0005089
CHEBI:100246,MONDO:0005280
CHEBI:134893,MONDO:0011786
CHEBI:71417,MONDO:0001657
CHEBI:4495,MONDO:0024677
CHEBI:3077,MONDO:0007915
CHEBI:8382,MONDO:0020108
CHEBI:32188,UMLS:C1562029
CHEBI:135905,MONDO:0001382
CHEBI:3011,MONDO:0005044
CHEBI:3547,MONDO:0005545
CHEBI:100246,MONDO:0006816
CHEBI:16709,UMLS:C0032961
CHEBI:29013,MONDO:0005970
CHEBI:8232,UMLS:C0577709
CHEMBL.COMPOUND:CHEMBL3084722,MONDO:0006004
CHEBI:6128,MONDO:0005178
CHEBI:29013,DOID:50360
CHEBI:48131,MONDO:0006604
CHEBI:135857,UMLS:C0038818
CHEBI:39098,MONDO:0001794
CHEBI:3491,UMLS:C0276089
CHEBI:135455,HP:0012531
CHEBI:31677,MONDO:0004857
CHEBI:131391,MONDO:0002203
CHEBI:348530,MONDO:0004425
CHEBI:41879,MONDO:0041093
CHEBI:16335,UMLS:C0392164
CHEBI:7862,HP:0001742
CHEBI:3183,MONDO:0011786
CHEBI:6359,MONDO:0001711
CHEBI:85982,MONDO:0005247
CHEBI:50694,MONDO:0015766
PUBCHEM.COMPOUND:3000391,MONDO:0004979
CHEBI:16962,UMLS:C0729587
CHEBI:5118,MONDO:0002009
CHEBI:135685,MONDO:0000879
CHEBI:18248,MONDO:0001239
CHEBI:3515,DOID:50360
CHEBI:37941,UMLS:C0542269
CHEBI:3698,MONDO:0005044
CHEBI:31348,MONDO:0021063
CHEBI:91083,MONDO:0015909
CHEBI:91327,MONDO:0005086
CHEBI:3546,HP:0000217
CHEBI:61058,MONDO:0005044
CHEBI:31199,MONDO:0005480
CHEBI:8868,MONDO:0005382
CHEBI:5537,EFO:0004888
UNII:GB4I2JI8UI,MONDO:0007100
CHEBI:27902,MONDO:0004264
CHEBI:84115,MONDO:0006004
CHEBI:6888,MONDO:0006554
CHEBI:95341,UMLS:C5244027
CHEBI:9150,MONDO:0018473
CHEBI:37924,MONDO:0005109
CHEBI:9620,MONDO:0005984
CHEBI:3534,UMLS:C0275804
UNII:A3ULP0F556,MONDO:0100244
CHEBI:3491,MONDO:0005972
CHEBI:3001,MONDO:0004979
CHEBI:4470,HP:0001742
UNII:RSA8KO39WH,MONDO:0005105
CHEBI:34764,UMLS:C0033777
CHEBI:133011,UMLS:C0854211
CHEBI:29007,MONDO:0005247
CHEBI:90877,MONDO:0001056
CHEBI:17630,UMLS:C0684256
UNII:45I6OFJ8QH,MONDO:0100096
CHEBI:31832,HP:0003418
UNII:Y6BX7BL23K,UMLS:C1541061
CHEBI:2453,MONDO:0005609
CHEBI:31336,HP:0002153
CHEBI:16684,HP:0002307
UNII:RR6P8L282I,MONDO:0000450
CHEBI:28364,UMLS:C1623040
CHEBI:6128,MONDO:0008383
CHEBI:8378,UMLS:C0010032
CHEBI:5855,UMLS:C0037195
CHEBI:3764,UMLS:C0011974
CHEBI:6823,UMLS:C0002915
CHEBI:27902,MONDO:0005888
CHEBI:4392,MONDO:0005961
CHEBI:60564,UMLS:C0002921
CHEBI:4702,MONDO:0006875
CHEBI:9619,MONDO:0011429
CHEBI:6640,HP:0003418
CHEBI:28864,MONDO:0020283
CHEBI:3480,HP:0002783
CHEBI:18332,MONDO:0007699
CHEBI:8382,MONDO:0005083
CHEBI:6076,MONDO:0044070
CHEBI:9667,MONDO:0007915
CHEBI:15641,UMLS:C0700589
CHEBI:7627,HP:0100608
CHEBI:65346,MONDO:0005002
CHEBI:4496,MONDO:0005298
CHEBI:31677,MONDO:0020108
CHEBI:5747,HP:0012735
CHEBI:41879,MONDO:0005093
CHEBI:41774,MONDO:0004953
CHEBI:15544,MONDO:0005362
CHEBI:48947,MONDO:0005247
CHEBI:8232,UMLS:C2887096
CHEBI:4728,UMLS:C1318955
CHEBI:52017,MONDO:0005545
CHEBI:31397,MONDO:0004979
CHEBI:134724,MONDO:0005147
UNII:B72HH48FLU,MONDO:0005011
CHEBI:83766,MONDO:0008170
CHEBI:18208,MONDO:0005952
CHEBI:41879,MONDO:0006554
CHEBI:29007,UMLS:C0276089
CHEBI:5553,MONDO:0005044
CHEBI:18208,UMLS:C0001263
CHEBI:51164,MONDO:0005277
CHEBI:3732,UMLS:C0700226
CHEBI:9667,MONDO:0000879
CHEBI:9611,HP:0004308
CHEBI:63577,MONDO:0005344
CHEBI:7954,MONDO:0005044
CHEBI:10023,MONDO:0044070
CHEBI:41879,MONDO:0005301
CHEBI:9434,UMLS:C5438408
CHEBI:82863,MONDO:0006014
CHEBI:3611,UMLS:C0002915
CHEBI:32599,MONDO:0002203
UNII:2URQ2N32W3,HP:0002153
CHEBI:135791,MONDO:0019558
CHEBI:43968,UMLS:C1112209
CHEBI:6933,MONDO:0005469
CHEBI:5818,MONDO:0005642
CHEBI:3077,MONDO:0001198
CHEBI:8093,MONDO:0005642
CHEBI:127342,MONDO:0005302
CHEBI:47898,MONDO:0001056
CHEBI:50729,MONDO:0002334
CHEBI:9667,MONDO:0015253
CHEBI:28939,MONDO:0018741
CHEBI:231087,EFO:0007053
CHEBI:28918,HP:0002094
CHEBI:7447,UMLS:C2887088
CHEBI:50694,MONDO:0005828
CHEBI:44423,MONDO:0005627
UNII:6931E8LH07,MONDO:0007186
CHEBI:9667,UMLS:C0149922
CHEBI:102166,MONDO:0009468
CHEBI:9587,MONDO:0020920
CHEBI:4903,MONDO:0008315
CHEBI:17650,MONDO:0005393
CHEBI:136034,MONDO:0001676
CHEBI:9587,MONDO:0005247
CHEBI:5127,MONDO:0006547
CHEBI:94559,MONDO:0044212
CHEBI:28748,MONDO:0001406
CHEBI:135829,UMLS:C0339933
CHEBI:135062,MONDO:0005709
CHEBI:177703,MONDO:0006875
CHEBI:26833,NCIT:C74591
CHEBI:59750,MONDO:0019558
CHEBI:6538,MONDO:0005324
CHEBI:8378,MONDO:0043789
CHEBI:8378,MONDO:0010481
CHEBI:29007,MONDO:0000918
CHEBI:135685,MONDO:0006014
CHEBI:45979,UMLS:C0041648
CHEBI:554446,UMLS:C0152964
CHEBI:63598,UMLS:C1699099
CHEBI:6970,UMLS:C0033777
CHEBI:76611,UMLS:C0032743
CHEBI:15676,HP:0000989
CHEBI:31677,MONDO:0005480
CHEBI:100246,MONDO:0006668
CHEBI:63611,UMLS:C1112209
CHEBI:3077,MONDO:0001461
CHEBI:134761,HP:0002829
CHEBI:3499,MONDO:0004264
CHEBI:31348,MONDO:0001056
UNII:UMD07X179E,MONDO:0008383
CHEBI:3489,UMLS:C0276026
CHEBI:3207,MONDO:0005361
CHEBI:27899,MONDO:0005040
CHEBI:50690,MONDO:0002277
CHEBI:32015,MONDO:0005044
CHEBI:17650,MONDO:0004872
CHEBI:5165,UMLS:C2711653
CHEBI:28864,UMLS:C1275687
CHEBI:27666,MONDO:0005447
CHEBI:94484,MONDO:0005709
CHEBI:71013,UMLS:C0270838
CHEBI:50690,UMLS:C0342882
CHEBI:156577,UMLS:C0022876
CHEBI:3699,MONDO:0001126
CHEBI:3044,MONDO:0011122
CHEBI:474014,MONDO:0005867
CHEBI:133011,MONDO:0005683
CHEBI:31159,MONDO:0005178
CHEBI:6784,HP:0000134
CHEBI:6076,UMLS:C1274469
CHEBI:76010,MONDO:0005109
CHEBI:3219,MONDO:0000694
CHEBI:17650,MONDO:0006547
CHEBI:4470,MONDO:0005709
UNII:DB1041CXDG,UMLS:C2349261
CHEBI:27902,MONDO:0100338
CHEBI:6970,UMLS:C0149922
CHEBI:3077,MONDO:0005083
HP:0031245,MONDO:0005709
CHEBI:17688,MONDO:0019975
CHEBI:8459,HP:0002013
CHEBI:3393,UMLS:C0577709
CHEBI:2676,MONDO:0005247
CHEBI:83168,HP:0031417
CHEBI:27902,MONDO:0005834
CHEBI:8093,HP:0025337
CHEBI:471744,MONDO:0006635
UNII:1H09Y5WO1F,MONDO:0005132
CHEBI:135679,MONDO:0005642
CHEBI:6427,MONDO:0005133
CHEBI:2637,UMLS:C4076057
CHEBI:17650,MONDO:0015758
CHEBI:5132,MONDO:0021259
UNII:91X1KLU43E,UMLS:C3889038
CHEBI:49566,MONDO:0005970
CHEBI:17650,UMLS:C0729587
CHEBI:135772,MONDO:0005249
CHEBI:17754,MONDO:0002203
CHEBI:8378,MONDO:0019801
CHEBI:15367,MONDO:0001406
CHEBI:3485,UMLS:C0729586
CHEBI:3387,MONDO:0016372
CHEBI:17115,MONDO:0005338
CHEBI:553473,UMLS:C0275652
CHEBI:71255,MONDO:0024612
CHEBI:9667,MONDO:0002334
CHEBI:83531,MONDO:0002050
CHEBI:30746,MONDO:0019562
CHEBI:471744,MONDO:0000918
CHEBI:2637,UMLS:C0577690
CHEBI:66919,MONDO:0044903
CHEBI:6909,UMLS:C1263758
CHEBI:3312,MONDO:0000745
CHEBI:49960,MONDO:0015075
CHEBI:47426,MONDO:0005044
CHEBI:28934,HP:0002901
CHEBI:3611,MONDO:0011918
UNII:9013DUQ28K,MONDO:0018088
CHEBI:8049,UMLS:C2711653
CHEBI:9763,MONDO:0025598
CHEBI:28971,MONDO:0018626
CHEBI:38010,MONDO:0008383
CHEBI:64356,UMLS:C4087506
CHEBI:6754,UMLS:C0002915
CHEBI:9332,MONDO:0017776
CHEBI:32016,MONDO:0800029
CHEBI:2955,UMLS:C0554628
UNII:BTY153760O,MONDO:0022205
UNII:EEO29FZT86,MONDO:0005082
CHEBI:18385,MONDO:0024298
CHEBI:204928,MONDO:0004652
CHEBI:4728,UMLS:C1273489
CHEBI:135927,MONDO:0004975
CHEBI:30746,MONDO:0016367
CHEBI:63611,MONDO:0005956
PUBCHEM.COMPOUND:6321415,MONDO:0000918
CHEBI:4450,MONDO:0000022
CHEBI:204928,UMLS:C2887088
CHEBI:5893,MONDO:0005044
CHEBI:5050,MONDO:0005642
CHEBI:68534,MONDO:0008315
CHEBI:8378,MONDO:0019735
CHEBI:5120,MONDO:0006823
CHEBI:17833,MONDO:0006816
CHEBI:9674,MONDO:0013600
CHEBI:3732,UMLS:C0275556
CHEBI:75179,MONDO:0015288
CHEBI:229661,MONDO:0100339
CHEBI:3738,MONDO:0011786
CHEBI:36791,MONDO:0001942
CHEBI:134893,HP:0031417
CHEBI:31677,MONDO:0008383
CHEBI:7507,UMLS:C0854211
CHEBI:9706,UMLS:C0406317
CHEBI:2569,UMLS:C0002915
CHEBI:6970,MONDO:0004980
CHEBI:28864,MONDO:0005247
CHEBI:18208,UMLS:C0729586
CHEBI:63632,MONDO:0008170
CHEBI:3547,MONDO:0001039
CHEBI:116735,HP:0000989
CHEBI:4317,MONDO:0018493
CHEBI:9468,UMLS:C0002928
CHEBI:5784,MONDO:0005044
CHEBI:134790,HP:0001681
CHEBI:8382,MONDO:0004979
UNII:7686S50JAH,MONDO:0005173
CHEBI:77733,MONDO:0005044
CHEBI:133013,MONDO:0005384
CHEBI:6758,MONDO:0005754
CHEBI:7982,UMLS:C0002915
CHEBI:8382,MONDO:0002081
CHEBI:6538,MONDO:0005709
CHEBI:6715,HP:0031217
CHEBI:30769,HP:0012531
CHEBI:51380,MONDO:0005324
CHEBI:8382,MONDO:0006594
CHEBI:62984,MONDO:0006547
CHEBI:53766,MONDO:0005279
CHEBI:63631,HP:0002349
CHEBI:28304,HP:0034192
CHEBI:34764,MONDO:0004980
CHEBI:3207,UMLS:C1960764
UNII:9YCX42I8IU,UMLS:C4551529
UNII:55MOB566V7,MONDO:0041879
CHEBI:15407,HP:0001742
CHEBI:2682,MONDO:0019136
CHEBI:6888,MONDO:0019338
CHEBI:554446,UMLS:C0276026
CHEBI:140628,MONDO:0001103
CHEBI:17234,MONDO:0004946
CHEBI:43755,MONDO:0005044
CHEBI:41423,MONDO:0011429
CHEBI:15544,MONDO:0008542
CHEBI:47782,MONDO:0002050
CHEBI:6797,HP:0001257
CHEBI:135782,UMLS:C0406326
CHEBI:100246,MONDO:0001964
CHEBI:5801,MONDO:0008383
UNII:T1JP1KYU9O,UMLS:C0032743
CHEBI:3380,MONDO:0005010
CHEBI:3504,MONDO:0002258
CHEBI:17263,MONDO:0008315
CHEBI:28001,UMLS:C0520767
CHEBI:15760,MONDO:0021187
CHEBI:28830,MONDO:0004948
CHEBI:27732,HP:0012228
CHEBI:16962,MONDO:0006955
CHEBI:7551,HP:0001681
CHEBI:3077,MONDO:0018479
CHEBI:29013,MONDO:0004215
CHEBI:8378,MONDO:0018479
CHEBI:5280,UMLS:C0275652
CHEBI:64021,MONDO:0005044
CHEBI:47426,MONDO:0005010
CHEBI:27732,MONDO:0011786
CHEBI:28864,HP:0100583
UNII:CEGM9YBNGD,MONDO:0002108
CHEBI:83804,MONDO:0005485
CHEBI:84050,MONDO:0005058
CHEBI:31355,MONDO:0007576
CHEBI:10112,MONDO:0004784
CHEBI:101853,MONDO:0005867
CHEBI:6758,UMLS:C0233494
CHEBI:28445,MONDO:0006058
CHEBI:17987,NCIT:C50743
CHEBI:76607,MONDO:0005149
CHEBI:77733,MONDO:0005044
CHEBI:52010,MONDO:0011786
CHEBI:28748,MONDO:0008315
CHEBI:188719,MONDO:0005148
CHEBI:9241,MONDO:0003009
CHEBI:27300,MONDO:0100471
CHEBI:77733,MONDO:0006021
CHEBI:101085,UMLS:C0149893
CHEBI:7865,HP:0012531
UNII:QMS40680K6,UMLS:C1274988
CHEBI:6970,UMLS:C0406317
CHEBI:63632,MONDO:0002974
